Year,Name,Revenue,Rank
2020,Casey's General Stores,8364.9,378
2020,Wesco,8358.9,379
2020,Tractor Supply,8351.9,380
2020,CommScope Holding,8345.1,381
2020,Huntsman,8342,382
2020,American Financial Group,8237,383
2020,Masco,8235,384
2020,Sanmina,8233.9,385
2020,Amphenol,8225.4,386
2020,Williams,8201,387
2020,Westinghouse Air Brake,8200,388
2020,Expeditors International of Washington,8175.4,389
2020,Andersons,8170.2,390
2020,Westlake Chemical,8118,391
2020,Constellation Brands,8116,392
2020,Frontier Communications,8107,393
2020,JetBlue Airways,8094,394
2020,Citizens Financial Group,8066,395
2020,Raymond James Financial,8023,396
2020,Foot Locker,8005,397
2020,Hershey,7986.3,398
2020,Zimmer Biomet Holdings,7982.2,399
2020,Cincinnati Financial,7924.2,400
2020,Western & Southern Financial Group,7920.5,401
2020,W.R. Berkley,7902.2,402
2020,Motorola,7887,403
2020,Thor,7864.8,404
2020,Regeneron Pharmaceuticals,7863.4,405
2020,Spirit AeroSystems Holdings,7863.1,406
2020,J.M. Smucker,7838,407
2020,PPL,7769,408
2020,Insight Enterprises,7731.2,409
2020,Quest Diagnostics,7726,410
2020,KeyCorp,7694,411
2020,Veritiv,7659.4,412
2020,DCP Midstream,7625,413
2020,American Tower,7580.3,414
2020,Graybar Electric,7523.9,415
2020,WEC Energy Group,7523.1,416
2020,NVR,7428.4,417
2020,Ulta Beauty,7398.1,418
2020,Devon Energy,7372,419
2020,Blackstone Group,7338.3,420
2020,Dean Foods,7328.7,421
2020,Fortive,7326.1,422
2020,UGI,7320.4,423
2020,Burlington Stores,7286.4,424
2020,Builders FirstSource,7280.4,425
2020,Toll Brothers,7224,426
2020,Old Republic International,7213.7,427
2020,Asbury,7210.3,428
2020,Arthur J. Gallagher,7195,429
2020,MasTec,7183.2,430
2020,Owens Corning,7160,431
2020,Magellan Health,7159.4,432
2020,Dover,7136.4,433
2020,Beacon Roofing Supply,7105.2,434
2020,Avery Dennison,7070.1,435
2020,Hanes,6966.9,436
2020,Packaging of America,6964.3,437
2020,M&T Bank,6941.3,438
2020,NCR,6915,439
2020,Northern Trust,6895.1,440
2020,Cintas,6892.3,441
2020,Polaris,6863.4,442
2020,CMS Energy,6845,443
2020,Seaboard,6840,444
2020,Intuit,6784,445
2020,Regions Financial,6755,446
2020,FM Global,6743.1,447
2020,AMD,6731,448
2020,Ovintiv,6726,449
2020,Booz Allen Hamilton,6704,450
2020,S&P Global,6699,451
2020,Rockwell Automation,6694.8,452
2020,Owens-Illinois,6691,453
2020,Wynn Resorts,6611.1,454
2020,Securian Financial Group,6600.6,455
2020,Alliance Data Systems,6580.9,456
2020,Brighthouse Financial,6554,457
2020,Weyerhaeuser,6554,457
2020,Intercontinental Exchange,6547,459
2020,American Axle & Manufacturing,6530.9,460
2020,Hess,6510,461
2020,ABM,6498.6,462
2020,Activision Blizzard,6489,463
2020,GameStop,6466,464
2020,Apache,6411,465
2020,Science Applications International,6379,466
2020,AK Steel,6359.4,467
2020,Dillard's,6343.2,468
2020,Ralph Lauren,6313,469
2020,Celanese,6297,470
2020,R.H. Donnelley,6276.2,471
2020,Zoetis,6260,472
2020,Ascena Retail Group,6242.8,473
2020,Clorox,6214,474
2020,Ingredion,6209,475
2020,First American,6202.1,476
2020,Graphic Packaging Holding,6160.1,477
2020,HD Supply,6146,478
2020,NetApp,6146,478
2020,TravelCenters of America,6117.4,480
2020,Olin,6110,481
2020,Robert Half,6074.4,482
2020,EnLink Midstream,6052.9,483
2020,Avantor,6040.3,484
2020,Tapestry,6027.1,485
2020,TD Ameritrade Holding,6016,486
2020,Analog Devices,5991.1,487
2020,Ameren,5910,488
2020,Williams-Sonoma,5898,489
2020,Realogy Holdings,5870,490
2020,Commercial Metals,5829,491
2020,Rush Enterprises,5809.8,492
2020,Franklin Resources,5774.5,493
2020,Fortune Brands,5764.6,494
2020,Levi Strauss,5763.1,495
2020,Crown Castle International,5763,496
2020,Simon Property Group,5755.2,497
2020,Cerner,5692.6,498
2020,Post Holdings,5681.1,499
2020,Huntington Bancshares,5655,500
2019,Walmart,514405,1
2019,Exxon Mobil,290212,2
2019,Apple,265595,3
2019,Berkshire Hathaway,247837,4
2019,Amazon,232887,5
2019,UnitedHealth Group,226247,6
2019,McKesson,208357,7
2019,CVS,194579,8
2019,AT&T,170756,9
2019,AmerisourceBergen,167939.6,10
2019,Chevron,166339,11
2019,Ford Motor,160338,12
2019,General Motors,147049,13
2019,Costco,141576,14
2019,Alphabet,136819,15
2019,Cardinal Health,136809,16
2019,Walgreens,131537,17
2019,J.P. Morgan,131412,18
2019,Verizon,130863,19
2019,Kroger,121162,20
2019,General Electric,120268,21
2019,Fannie Mae,120101,22
2019,Phillips 66,114217,23
2019,Valero Energy,111407,24
2019,Bank of America,110584,25
2019,Microsoft,110360,26
2019,Home Depot,108203,27
2019,Boeing,101127,28
2019,Wells Fargo,101060,29
2019,Citigroup,97120,30
2019,Marathon,97102,31
2019,Comcast,94507,32
2019,Anthem,92105,33
2019,Dell,90621,34
2019,DuPont,85977,35
2019,State Farm Insurance,81732.2,36
2019,Johnson & Johnson,81581,37
2019,IBM,79591,38
2019,Target,75356,39
2019,Freddie Mac,73598,40
2019,United Parcel Service,71861,41
2019,Lowe's,71309,42
2019,Intel,70848,43
2019,MetLife,67941,44
2019,Procter & Gamble,66832,45
2019,United Technologies,66501,46
2019,FedEx,65450,47
2019,PepsiCo,64661,48
2019,Archer Daniels Midland,64341,49
2019,Prudential Financial,62992,50
2019,Centene,60116,51
2019,Albertsons,59924.6,52
2019,Walt Disney,59434,53
2019,Sysco,58727.3,54
2019,Hewlett-Packard,58472,55
2019,Humana,56912,56
2019,Facebook,55838,57
2019,Caterpillar,54722,58
2019,Energy Transfer,54436,59
2019,Lockheed Martin,53762,60
2019,Pfizer,53647,61
2019,Goldman Sachs Group,52528,62
2019,Morgan Stanley,50193,63
2019,Cisco Systems,49330,64
2019,Cigna,48650,65
2019,AIG,47389,66
2019,HCA,46677,67
2019,American Airlines Group,44541,68
2019,Delta Air Lines,44438,69
2019,Charter,43634,70
2019,New York Life Insurance,43425.3,71
2019,American Express,43281,72
2019,Nationwide,43270,73
2019,Best Buy,42879,74
2019,Liberty Mutual,42685,75
2019,Merck,42294,76
2019,Honeywell,41802,77
2019,United Continental Holdings,41303,78
2019,TIAA,41052.1,79
2019,Tyson Foods,40052,80
2019,Oracle,39831,81
2019,Allstate,39815,82
2019,World Fuel Services,39750.3,83
2019,Massachusetts Mutual,39267.2,84
2019,TJX,38972.9,85
2019,Conoco,38727,86
2019,Deere,37357.7,87
2019,Tech Data,37239,88
2019,Enterprise Products,36534.2,89
2019,Nike,36397,90
2019,Publix Super Markets,36395.7,91
2019,General Dynamics,36193,92
2019,Exelon,35985,93
2019,Plains GP Holdings,34055,94
2019,3M,32765,95
2019,AbbVie,32753,96
2019,CHS,32683.3,97
2019,Capital One,32377,98
2019,Progressive,31979,99
2019,Coca-Cola,31856,100
2019,USAA,31367.8,101
2019,Hewlett-Packard,30852,102
2019,Abbott Laboratories,30578,103
2019,Twenty-First Century Fox,30400,104
2019,Micron Technology,30391,105
2019,Travelers,30282,106
2019,Rite Aid,30215.4,107
2019,Northrop Grumman,30095,108
2019,Arrow Electronics,29676.8,109
2019,Philip Morris International,29625,110
2019,Northwestern Mutual,29124,111
2019,INTL FCStone,27622.7,112
2019,PBF Energy,27186.1,113
2019,Raytheon,27058,114
2019,Kraft Heinz,26259,115
2019,Mondelez International,25938,116
2019,U.S. Bancorp,25775,117
2019,Macy's,25739,118
2019,Dollar General,25625,119
2019,Nucor,25067.3,120
2019,Starbucks,24719.5,121
2019,DXC Technology,24556,122
2019,Eli Lilly,24555.7,123
2019,Thermo Fisher Scientific,24358,124
2019,US Foods,24175,125
2019,Duke Energy,24116,126
2019,Halliburton,23995,127
2019,Cummins,23771,128
2019,Amgen,23747,129
2019,Paccar,23495.7,130
2019,Southern,23495,131
2019,CenturyLink,23443,132
2019,International Paper,23306,133
2019,Union Pacific,22832,134
2019,Dollar Tree,22823.3,135
2019,Penske Automotive Group,22785.1,136
2019,Qualcomm,22732,137
2019,Bristol-Myers Squibb,22561,138
2019,Gilead Sciences,22127,139
2019,Jabil,22095.4,140
2019,Manpower,21991.2,141
2019,Southwest Airlines,21965,142
2019,AFLAC,21758,143
2019,Tesla,21461.3,144
2019,AutoNation,21412.8,145
2019,CB Richard Ellis,21340.1,146
2019,Lear,21148.5,147
2019,Whirlpool,21037,148
2019,McDonald's,21025.2,149
2019,Broadcom,20848,150
2019,Marriott International,20758,151
2019,Western Digital,20647,152
2019,Visa,20609,153
2019,Lennar,20571.6,154
2019,WellCare Health Plans,20414.1,155
2019,Kohl's,20229,156
2019,AECOM,20155.5,157
2019,Synnex,20053.8,158
2019,PNC Financial Services,19993,159
2019,Danaher,19893,160
2019,Hartford Financial Services,19827,161
2019,Altria Group,19627,162
2019,Bank of New York Mellon,19214,163
2019,Fluor,19166.6,164
2019,Avnet,19036.9,165
2019,Icahn Enterprises,18979,166
2019,Occidental Petroleum,18934,167
2019,Molina Healthcare,18890,168
2019,Genuine Parts,18735.1,169
2019,Freeport-McMoran,18628,170
2019,Kimberly-Clark,18486,171
2019,Tenet Healthcare,18313,172
2019,Synchrony Financial,18253,173
2019,CarMax,17976.8,174
2019,HollyFrontier,17714.7,175
2019,Performance Food Group,17619.9,176
2019,Sherwin-Williams,17534.5,177
2019,Emerson Electric,17408,178
2019,NGL Energy Partners,17282.7,179
2019,XPO Logistics,17279,180
2019,EOG Resources,17275.4,181
2019,Applied Materials,17253,182
2019,PG&E,16759,183
2019,NextEra Energy,16727,184
2019,CH Robinson,16631.2,185
2019,Gap,16580,186
2019,Lincoln National,16424,187
2019,DaVita,16368.6,188
2019,Jones Lang LaSalle,16318.4,189
2019,WestRock,16285.1,190
2019,CDW,16240.5,191
2019,American Electric Power,16195.7,192
2019,Cognizant,16125,193
2019,D.R. Horton,16068,194
2019,Becton Dickinson,15983,195
2019,Nordstrom,15860,196
2019,Netflix,15794.3,197
2019,Aramark,15789.6,198
2019,Texas Instruments,15784,199
2019,General Mills,15740.4,200
2019,Supervalu,15679,201
2019,Colgate-Palmolive,15544,202
2019,Goodyear Tire & Rubber,15475,203
2019,PayPal,15451,204
2019,PPG,15374,205
2019,Omnicom,15290.2,206
2019,Celgene,15281,207
2019,Jacobs Engineering Group,14984.6,208
2019,Ross Stores,14983.5,209
2019,Marsh & McLennan,14950,210
2019,MasterCard,14950,210
2019,Land O'Lakes,14936.2,212
2019,Waste Management,14914,213
2019,Illinois Tool Works,14768,214
2019,Ecolab,14668.2,215
2019,Booking Holdings,14527,216
2019,CBS,14514,217
2019,Parker Hannifin,14302.4,218
2019,Principal Financial,14237.2,219
2019,DTE Energy,14212,220
2019,BlackRock,14198,221
2019,United States Steel,14178,222
2019,Community Health Systems,14155,223
2019,Kinder Morgan,14144,224
2019,Qurate Retail,14070,225
2019,Loews,14066,226
2019,Arconic,14014,227
2019,Stanley Black & Decker,13982.4,228
2019,Textron,13972,229
2019,Las Vegas Sands,13729,230
2019,Estee Lauder,13683,231
2019,DISH Network,13621.3,232
2019,Stryker,13601,233
2019,Kellogg,13547,234
2019,Biogen,13452.9,235
2019,Alcoa,13403,236
2019,Anadarko Petroleum,13382,237
2019,Dominion Energy,13366,238
2019,ADP,13325.8,239
2019,Salesforce,13282,240
2019,L Brands,13236.9,241
2019,Henry Schein,13202,242
2019,Newell Brands,13033.1,243
2019,Guardian Life of America,13014.9,244
2019,BJ's Wholesale Club,13007.3,245
2019,BB&T,12996,246
2019,State Street,12973,247
2019,Viacom,12943,248
2019,Ameriprise Financial,12924,249
2019,Core-Mark,12903.9,250
2019,Reinsurance Group of America,12875.7,251
2019,VF,12862.3,252
2019,Discover Financial Services,12848,253
2019,Global Partners,12672.6,254
2019,Edison International,12657,255
2019,ONEOK,12593.2,256
2019,Murphy USA,12524,257
2019,Bed Bath & Beyond,12349.3,258
2019,Consolidated Edison,12337,259
2019,CSX,12250,260
2019,J.C. Penney,12019,261
2019,LKQ,11876.7,262
2019,FirstEnergy,11864,263
2019,Steel Dynamics,11821.8,264
2019,Lithia Motors,11821.4,265
2019,MGM Resorts,11763.1,266
2019,Tenneco,11763,267
2019,Nvidia,11716,268
2019,Sempra Energy,11687,269
2019,Farmers Insurance Exchange,11650.4,270
2019,Ball,11635,271
2019,Group 1 Automotive,11601.4,272
2019,Unum Group,11598.5,273
2019,Xcel Energy,11537,274
2019,Reliance Steel & Aluminum,11534.5,275
2019,Huntsman,11527,276
2019,Norfolk Southern,11458,277
2019,Laboratory of America,11333.4,278
2019,Corning,11290,279
2019,Expedia,11223,280
2019,AutoZone,11221.1,281
2019,W.W. Grainger,11221,282
2019,Quanta Services,11171.4,283
2019,Crown Holdings,11151,284
2019,Office Depot,11130,285
2019,Baxter International,11127,286
2019,Lam Research,11077,287
2019,Entergy,11009.5,288
2019,Charles Schwab,10989,289
2019,L3 Technologies,10841,290
2019,NRG Energy,10797,291
2019,Live Nation Entertainment,10787.8,292
2019,Universal Health Services,10772.3,293
2019,Molson Coors,10769.6,294
2019,eBay,10746,295
2019,AES,10736,296
2019,Devon Energy,10734,297
2019,Pacific Life,10699,298
2019,CenterPoint Energy,10589,299
2019,Discovery,10553,300
2019,BorgWarner,10529.6,301
2019,Targa Resources,10484,302
2019,Ally Financial,10466,303
2019,SunTrust Banks,10431,304
2019,IQVIA Holdings,10412,305
2019,American Family Insurance,10336.2,306
2019,Delek US Holdings,10265.6,307
2019,Navistar International,10250,308
2019,Chesapeake,10231,309
2019,United Natural Foods,10226.7,310
2019,Leidos Holdings,10194,311
2019,PulteGroup,10188.3,312
2019,Eastman Chemical,10151,313
2019,Republic Services,10040.9,314
2019,Mohawk,9983.6,315
2019,Sonic Automotive,9951.6,316
2019,Owens & Minor,9838.7,317
2019,Xerox,9830,318
2019,Boston Scientific,9823,319
2019,DCP Midstream,9822,320
2019,Autoliv,9801.1,321
2019,Interpublic Group,9714.4,322
2019,Public Service Enterprise Group,9696,323
2019,PVH,9656.8,324
2019,Mosaic,9587.3,325
2019,Advance Auto Parts,9580.6,326
2019,Altice USA,9566.6,327
2019,Hormel Foods,9545.7,328
2019,O'Reilly Automotive,9536.4,329
2019,Calpine,9512,330
2019,Hertz Global Holdings,9504,331
2019,First Data,9498,332
2019,Pioneer Natural Resources,9415,333
2019,Coty,9398,334
2019,AGCO,9352,335
2019,Mutual Of Omaha,9347.2,336
2019,Vistra Energy,9144,337
2019,Avis Budget Group,9124,338
2019,Adobe,9030,339
2019,Peter Kiewit Sons,9025,340
2019,News,9024,341
2019,Brighthouse Financial,8965,342
2019,Voya Financial,8934,343
2019,Air Products & Chemicals,8930.2,344
2019,Hilton Worldwide Holdings,8906,345
2019,GameStop,8850.7,346
2019,Veritiv,8696.2,347
2019,Williams,8686,348
2019,Campbell Soup,8685,349
2019,Rockwell Collins,8665,350
2019,Thrivent Financial for Lutherans,8635.2,351
2019,Westlake Chemical,8635,352
2019,Univar,8632.5,353
2019,J.B. Hunt,8614.9,354
2019,Frontier Communications,8611,355
2019,Edward Jones (Jones Financial Companies),8594,356
2019,National Oilwell Varco,8453,357
2019,Eversource Energy,8448.2,358
2019,Dick's Sporting Goods,8436.6,359
2019,Genworth Financial,8430,360
2019,Fidelity National Information Services,8423,361
2019,Yum China Holdings,8415,362
2019,Ryder System,8409.2,363
2019,Anixter,8400.2,364
2019,Caesars Entertainment,8391,365
2019,Masco,8359,366
2019,Thor,8328.9,367
2019,Alaska Air Group,8264,368
2019,Amphenol,8202,369
2019,Wesco,8176.6,370
2019,Huntington Ingalls,8176,371
2019,Jefferies Financial Group,8151.8,372
2019,Dana,8143,373
2019,Expeditors International of Washington,8138.4,374
2019,Emcor Group,8130.6,375
2019,Darden Restaurants,8080.1,376
2019,SpartanNash,8064.6,377
2019,Assurant,8057.6,378
2019,United Rentals,8047,379
2019,Liberty Media,8040,380
2019,Erie Insurance Group,8030.7,381
2019,Auto-Owners Insurance,7999.3,382
2019,Cheniere Energy,7987,383
2019,Fifth Third Bancorp,7973,384
2019,Foot Locker,7939,385
2019,Conagra Brands,7938.3,386
2019,Zimmer Biomet Holdings,7932.9,387
2019,Tractor Supply,7911,388
2019,Berry Global Group,7869,389
2019,Alliance Data Systems,7791.2,390
2019,Hershey,7791.1,391
2019,PPL,7785,392
2019,Dean Foods,7755.3,393
2019,Builders FirstSource,7724.8,394
2019,Oshkosh,7705.5,395
2019,EnLink Midstream,7699,396
2019,W.R. Berkley,7691.7,397
2019,WEC Energy Group,7679.5,398
2019,JetBlue Airways,7658,399
2019,UGI,7651.2,400
2019,A-Mark Precious Metals,7606.2,401
2019,Fidelity National Financial,7594,402
2019,Constellation Brands,7585,403
2019,Quest Diagnostics,7531,404
2019,Activision Blizzard,7500,405
2019,Weyerhaeuser,7476,406
2019,Raymond James Financial,7475.8,407
2019,Casey's General Stores,7472.1,408
2019,Keurig Dr Pepper,7442,409
2019,American Tower,7440.1,410
2019,Apache,7424,411
2019,Dover,7395.8,412
2019,KeyCorp,7393,413
2019,J.M. Smucker,7357.1,414
2019,Citizens Financial Group,7354,415
2019,Motorola,7343,416
2019,Magellan Health,7314.2,417
2019,American Axle & Manufacturing,7270.4,418
2019,Newmont Goldcorp,7253,419
2019,Spirit AeroSystems Holdings,7222,420
2019,Western & Southern Financial Group,7205,421
2019,Fortive,7203.2,422
2019,Graybar Electric,7202.5,423
2019,NVR,7189.7,424
2019,Avery Dennison,7159,425
2019,Celanese,7155,426
2019,American Financial Group,7150,427
2019,Toll Brothers,7143.3,428
2019,Sanmina,7110.1,429
2019,Insight Enterprises,7080.1,430
2019,Owens Corning,7057,431
2019,Packaging of America,7014.6,432
2019,TravelCenters of America,6973.6,433
2019,Olin,6946.1,434
2019,Arthur J. Gallagher,6934,435
2019,MasTec,6909.4,436
2019,Alleghany,6887.2,437
2019,Owens-Illinois,6877,438
2019,Asbury,6874.4,439
2019,CMS Energy,6873,440
2019,Markel,6841.3,441
2019,Blackstone Group,6833.3,442
2019,AK Steel,6818.2,443
2019,Hanes,6804,444
2019,R.H. Donnelley,6800.2,445
2019,Wayfair,6779.2,446
2019,Regions Financial,6762,447
2019,Wynn Resorts,6717.7,448
2019,Ulta Beauty,6716.6,449
2019,Regeneron Pharmaceuticals,6710.8,450
2019,Burlington Stores,6668.5,451
2019,Rockwell Automation,6666,452
2019,Northern Trust,6658.9,453
2019,Chemours,6638,454
2019,Seaboard,6583,455
2019,Marathon Oil,6582,456
2019,Ascena Retail Group,6578.3,457
2019,Dillard's,6503.3,458
2019,Cintas,6487.4,459
2019,AMD,6475,460
2019,Hess,6466,461
2019,M&T Bank,6454.7,462
2019,ABM,6442.2,463
2019,Beacon Roofing Supply,6418.3,464
2019,NCR,6405,465
2019,iHeartMedia,6325.8,466
2019,Franklin Resources,6319.1,467
2019,Ameren,6291,468
2019,Intercontinental Exchange,6276,469
2019,S&P Global,6258,470
2019,Post Holdings,6257.2,471
2019,Analog Devices,6200.9,472
2019,Ralph Lauren,6182.3,473
2019,L3Harris Technologies,6182,474
2019,Booz Allen Hamilton,6171.9,475
2019,Polaris,6166,476
2019,Clorox,6124,477
2019,Realogy Holdings,6079,478
2019,HD Supply,6047,479
2019,Graphic Packaging Holding,6023,480
2019,Old Republic International,6021.8,481
2019,Intuit,5964,482
2019,NetApp,5911,483
2019,Tapestry,5880,484
2019,ON Semiconductor,5878.3,485
2019,Ingredion,5841,486
2019,Zoetis,5825,487
2019,Fiserv,5823,488
2019,TreeHouse Foods,5812.1,489
2019,Robert Half,5800.3,490
2019,First American,5747.8,491
2019,Harley-Davidson,5716.9,492
2019,Windstream Holdings,5713.1,493
2019,Yum Brands,5688,494
2019,Williams-Sonoma,5671.6,495
2019,Simon Property Group,5657.9,496
2019,Navient,5610,497
2019,Western Union,5589.9,498
2019,Peabody Energy,5581.8,499
2019,Levi Strauss,5575.4,500
2018,Walmart,500343,1
